_id,OBJECTID,YOL_ID,SHAPE_Length,YOL_ISMI,YOL_TURU,YOL_TIPI,SERIT_SAYISI,KULLANILAN_SERIT,KAPLAMA_CINSI,YOLKN,IBB_KIMLIKNO,ACIKLAMA,UKOME_OZET,UKOME_GIRIS,UKOME_CIKIS,ANAARTER_TIP,SHAPE_Length_1
4130,4130,,,Osmaniye Kavşağı,11,3,2t,2,1,,157734,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4131,4131,,,Haramidere Kavşağı,11,3,1t,1,Asfalt,,233598,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4132,4132,,,Haramidere Kavşağı,11,3,1t,1,Asfalt,,233603,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4133,4133,,,Bağlantı Yolu,6,3,2t,2,Asfalt,,409050,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4134,4134,,,Bağlantı Yolu,6,3,2t,2,Asfalt,,486436,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4135,4135,,,,,3,2t,2,Asfalt,,12001104,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4136,4136,,,Kavacık Kavşağı,11,3,1t,1,Asfalt,,166224,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4137,4137,,,Kavacık Kavşağı,11,3,2t,2,Asfalt,,166484,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4138,4138,,,Kavacık Kavşağı,11,3,2t,2,Asfalt,,166540,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4139,4139,,,,17,3,2t,2,Asfalt,,238286,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4140,4140,,,,11,3,1t,1,Asfalt,,238363,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4141,4141,,,,,3,1t,1,Asfalt,,198648,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4142,4142,,,Bağlantı Yolu,6,3,1t,1,Asfalt,,198651,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4143,4143,,,,23,3,2t,2,Asfalt,,183879,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4144,4144,,,Kavacık Kavşağı,11,3,2t,2,Asfalt,,165860,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4145,4145,,,Kavacık Kavşağı,11,3,1t,1,Asfalt,,165910,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4146,4146,,,Halkalı Güneşli Kavşağı,11,3,2t,2,Asfalt,,12006743,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4147,4147,,,Haramidere Kavşağı,11,3,1t,1,Asfalt,,234717,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4148,4148,,,Kavacık Kavşağı,11,3,2t,2,Asfalt,,165911,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4149,4149,,,Bağlantı Yolu,6,3,1t,1,Asfalt,,184997,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4150,4150,,,,19,3,2t,2,Asfalt,,185004,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4151,4151,,,,17,3,1t,1,Asfalt,,185171,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4152,4152,,,,6,3,1t,1,Asfalt,,225744,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4153,4153,,,,6,3,1t,1,Asfalt,,225745,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4154,4154,,,Bağlantı Yolu,6,3,2t,2,Asfalt,,182914,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4155,4155,,,,11,3,2t,2,Asfalt,,230524,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4156,4156,,,,17,3,2t,2,Asfalt,,231083,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4157,4157,,,Bağlantı Yolu,6,3,1t,1,Asfalt,,234283,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4158,4158,,,Hadımköy Yolu Caddesi Kavşağı,11,3,2t,2,Asfalt,,106199,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4159,4159,,,Hadımköy Kavşağı,11,3,2t,2,Asfalt,,145504,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4160,4160,,,Bağlantı Yolu,6,3,1t,1,Asfalt,,145571,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4161,4161,,,Bağlantı Yolu,6,3,2t,2,Asfalt,,183234,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4162,4162,,,Bağlantı Yolu,6,3,1t,1,Asfalt,,183345,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4163,4163,,,Kavaklı Kavşağı,11,3,1t,1,Asfalt,,320788,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4164,4164,,,Hadımköy Kavşağı,11,3,2t,2,Asfalt,,107759,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4165,4165,,,Hadımköy Kavşağı,11,3,2t,2,Asfalt,,107760,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4166,4166,,,,20,3,2t,2,Asfalt,,126131,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4167,4167,,,Haramidere Kavşağı,11,3,1t,1,Asfalt,,105248,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4168,4168,,,Hadımköy Kavşağı,11,3,2t,2,Asfalt,,105622,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4169,4169,,,Hadımköy Kavşağı,11,3,2t,2,Asfalt,,108665,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4170,4170,,,Ortadağ Köprülü Kavşağı,11,3,2t,2,Asfalt,,160030,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4171,4171,,,Bağlantı Yolu,6,3,1t,1,Asfalt,,452761,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4172,4172,,,Ataköy Kavşağı,11,3,2t,2,Asfalt,,353836,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4173,4173,,,Tem-Etiler Bağlantı Yolu (E80 (O2) Baltalimanı Bağl.,6,3,1t,1,Asfalt,,162008,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4174,4174,,,Mahmutbey Batı Köprülü Kavşağı,11,3,3t,3,1,,182917,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4175,4175,,,,5,3,1t,1,Asfalt,,111876,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4176,4176,,,,8,3,2t,2,Asfalt,,112145,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4177,4177,,,,5,3,2ç,2,Asfalt,,129298,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4178,4178,,,İlk Bağlantı Yolu,6,3,1t,1,Asfalt,,142241,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4179,4179,,,Bağlantı Yolu,6,3,2t,2,Asfalt,,183182,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4180,4180,,,Haramidere Kavşağı,11,3,2t,2,Asfalt,,127064,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4181,4181,,,,17,3,4t,4,Asfalt,,127539,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4182,4182,,,Tem Bağlantı Yolu,6,3,2t,2,Asfalt,,131385,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
4183,4183,,,Bağlantı Yolu,6,3,1t,1,Asfalt,,183743,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4184,4184,,,Bağlantı Yolu,6,3,2t,2,Asfalt,,183745,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
4185,4185,,,Bağlantı Yolu,6,3,2t,2,Asfalt,,183746,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
