_id,OBJECTID,YOL_ID,SHAPE_Length,YOL_ISMI,YOL_TURU,YOL_TIPI,SERIT_SAYISI,KULLANILAN_SERIT,KAPLAMA_CINSI,YOLKN,IBB_KIMLIKNO,ACIKLAMA,UKOME_OZET,UKOME_GIRIS,UKOME_CIKIS,ANAARTER_TIP,SHAPE_Length_1
67,67,9035,357.9620144,Draman Cad.,2,1,3ç,1,Asfalt,9035,254161,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ---- UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER Kapsamından çıkıp İLÇE Sorumluluğuna girdi. UKOME2004/1-12 (14.01.2004) Kararıyla Tekrar ANAARTER oldu.,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986) -- UKOME2004/1-12 (14.01.2004),UKOME2001/7-2 (27.07.2001) -- Hala Anaarter,Anaarter (Mevcut)(11),52.64694226
68,68,9058,4416.264477,Dumlupınar Cad.,2,1,2t,2,Asfalt,9058,196143,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),28.82359801
69,69,9072,3494.427531,Başöğretmen Cad.,2,1,2ç,2,Asfalt,9072,442316,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),1064.069241
70,70,9141,11329.6312,Tem Otoyolu,17,3,4t,4,Asfalt,9141,356486,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),662.7858994
71,71,9156,1715.689062,Mehmet Akif Ersoy Cad.,2,1,2t,2,Asfalt,9156,343721,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),35.49353746
72,72,9197,2959.90249,Edirnekapı Rami Cad.,2,1,2t,2,Asfalt,9197,140180,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),144.0731875
73,73,9509,351.9382095,Ergenekon Cad.,2,1,3t,2,Asfalt,9509,12009324,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),11.63808124
74,74,9605,1800.93164,Esenler Cad.,2,1,2t,2,Asfalt,9605,191395,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),103.4486086
75,75,9699,554.2577227,Etyemez Tekkesi Sk.,3,1,4ç,2,Asfalt,9699,230559,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),27.5307868
76,76,9741,2986.27191,Eyüp Sultan Bulvarı,1,1,2t,2,Asfalt,9741,145742,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),266.3523805
77,77,9890,244.4873163,Fethiye Cad.,2,1,2ç,1,Asfalt,9890,254178,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ---- UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER Kapsamından çıkıp İLÇE Sorumluluğuna girdi. UKOME2004/1-12 (14.01.2004) Kararıyla Tekrar ANAARTER oldu.,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986) -- UKOME2004/1-12 (14.01.2004),UKOME2001/7-2 (27.07.2001) -- Hala Anaarter,Anaarter (Mevcut)(11),10.72130425
78,78,9914,4034.719728,Fevzipaşa Cad.,2,1,3t,2,Asfalt,9914,253159,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),140.3256476
79,79,10169,4788.871575,Karasinan Cad.,2,1,2ç,2,Asfalt,10169,349450,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),283.015924
80,80,10459,584.4518992,Mecidiyeköy Yolu Cad.,2,1,3t,3,Asfalt,10459,199678,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),116.2696152
81,81,10495,484.7972074,Dede Korkut Sk.,3,1,2ç,1,Asfalt,10495,189505,UKOME2009/8-1 (17.12.2009) Kararıyla ANAARTER oldu,Anaarter (2009/8-1 EKLENEN) (3),UKOME2009/8-1 (17.12.2009),Hala Anaarter,Anaarter (UKOME 2009/8-1 ile)(33),36.10172743
82,82,10596,23.16640852,Vardar Bulvarı,1,1,2ç,2,Asfalt,10596,253053,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),10.86776087
83,83,10969,21.64814693,Gureba Hastanesi Cad.,2,1,2t,2,Asfalt,10969,239475,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),11.08012632
84,84,11107,1611.359222,Sahilboyu Sk.,3,3,2ç,2,Asfalt,11107,198638,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),34.235073
85,85,11570,870.0305405,Haliç Cad.,2,1,4ç,2,Parke,11570,254630,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),24.11859021
86,86,11697,10297.01756,Tekirdağ Cad.,2,3,2ç,2,Asfalt,11697,173395,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),255.8721063
87,87,11877,11.05745113,Hekimoğlu Alipaşa Cad.,2,1,2t,2,Asfalt,11877,229301,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),11.05745113
88,88,11995,6.947960441,Horhor Cad.,2,1,2t,2,Asfalt,11995,461272,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),6.947960441
89,89,12097,1810.695108,Hz. Halid Bulvarı,1,1,2t,2,Asfalt,12097,482382,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),35.44931405
90,90,12335,556.3914822,İmrahor İlyasbey Cad.,2,1,3ç,2,Asfalt,12335,228533,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),98.58650436
91,91,12407,975.8680954,İnönü Cad.,2,1,2ç,2,Asfalt,12407,342702,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),36.0073157
92,92,12479,351.8104923,Münifpaşa Sk.,3,1,2ç,2,Asfalt,12479,263394,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),351.8104923
93,93,12499,1690.21839,İstanbul Cad.,2,1,4ç,2,Asfalt,12499,342753,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),32.1677656
94,94,12542,4.800185164,İtfaiye Cad.,2,1,2t,1,Asfalt,12542,490865,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),4.800185164
95,95,12633,1518.335769,Kadırgalar Cad.,2,1,2t,2,Asfalt,12633,174425,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),60.17887358
96,96,12658,4289.957562,Abide-i Hürriyet Cad.,2,1,2t,2,Asfalt,12658,464926,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),3.742286993
97,97,12933,1479.383287,Karadeniz Cad.,2,1,2t,1,Asfalt,12933,136203,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),47.4533947
98,98,13011,4224.489295,Bekir Sıtkı Say Cad.,2,1,2ç,2,Asfalt,13011,255248,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),185.086041
99,99,13126,357.9902943,Yeni Yol Cad.,2,1,3t,2,Asfalt,13126,192413,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),37.14091314
100,100,13354,2395.763977,Kazım Karabekir Cad.,2,1,3t,3,Asfalt,13354,123719,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),203.016523
101,101,13366,1485.25938,Kazım Karabekir Cad.,2,1,2ç,2,Asfalt,13366,145371,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),16.79978452
102,102,13441,7386.660035,Kemerburgaz Cad.,22,1,2t,2,Asfalt,13441,400594,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),484.9368319
103,103,13454,31869.60053,Kennedy Cad.,2,1,2t,2,Asfalt,13454,226389,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),51.02401841
104,104,13499,2080.614127,Viran Sk.,3,1,2ç,2,Asfalt,13499,287868,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),1074.774901
105,105,13638,681.4696346,Kışla Cad.,2,1,2t,2,Asfalt,13638,428104,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),19.24151526
106,106,13669,1659.456709,Kızılelma Cad.,2,1,2t,2,Asfalt,13669,236693,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),0.452770163
107,107,13756,1273.515849,Koca Mustafapaşa Cad.,2,1,2t,1,Asfalt,13756,230333,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),103.4168074
108,108,13790,862.5025509,Kamelya Cad.,2,1,2ç,2,Asfalt,13790,364337,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),318.0746944
109,109,13862,127.8537909,Söğüt Pınar Cad.,2,1,1ç,1,Stabilize,13862,305896,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),127.8537909
110,110,13863,131.9364441,Merkez Cad.,2,1,2ç,2,Parke,13863,316215,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),68.14386682
111,111,14060,1383.4225,Şehit Ali Karahan Cad.,2,1,4ç,2,Asfalt,14060,346022,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),26.06412634
112,112,14100,346.6046852,Kuvâ-yi Milliye Cad.,2,1,2t,1,Asfalt,14100,252395,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),128.8608946
113,113,14163,879.3882787,Küçük Langa Cad.,2,1,3t,2,Asfalt,14163,231245,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),77.68276349
114,114,14228,99.4418473,Ötüken Sk.,3,1,2ç,2,Asfalt,14228,289553,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),99.4418473
115,115,14279,931.9034494,Sosyal Sk.,3,1,2ç,2,Asfalt,14279,305326,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),931.9034494
116,116,14295,10348.74212,Akşemseddin Cad.,2,1,2ç,2,Asfalt,14295,350334,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),1578.63446
117,117,14428,994.7609547,Macar Kardeşler Cad.,2,1,3t,3,Asfalt,14428,492917,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),15.72217596
118,118,14433,739.9900969,Maçka Cad.,2,1,2t,2,Asfalt,14433,204386,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),132.9142023
119,119,14475,147.9736644,Mahmutbey Cad.,2,1,2t,2,Asfalt,14475,456460,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),78.91823072
120,120,14505,1449.214495,Maltepe Cad.,2,1,3ç,2,Asfalt,14505,250607,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),24.81679392
121,121,14550,288.1051554,Manyasizade Cad.,2,1,2ç,1,Asfalt,14550,253924,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ---- UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER Kapsamından çıkıp İLÇE Sorumluluğuna girdi. UKOME2004/1-12 (14.01.2004) Kararıyla Tekrar ANAARTER oldu.,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986) -- UKOME2004/1-12 (14.01.2004),UKOME2001/7-2 (27.07.2001) -- Hala Anaarter,Anaarter (Mevcut)(11),45.85270021
122,122,14555,5583.060305,Mareşal Fevzi Çakmak Cad.,2,1,2t,2,Asfalt,14555,106592,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),177.0753759
123,123,14642,1999.808023,Mehmet Akif İnan Cad.,2,1,2ç,2,Asfalt,14642,343326,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),114.7206516
124,124,14699,1970.109428,Sultan Çeşme Cad.,2,1,2ç,2,Asfalt,14699,458361,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),1970.109428
125,125,14810,3946.632104,Hanice Cad.,2,1,2ç,2,Asfalt,14810,312992,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),2115.869714
126,126,14971,4115.087245,Metris Kavşağı,11,3,2t,2,Asfalt,14971,340683,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),242.0487611
127,127,15008,1559.616842,Küçükdere Sk.,3,1,1ç,1,Asfalt,15008,319694,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),24.20665544
128,128,15055,5912.584517,Turgut Özal Millet Cad.,2,1,2t,2,Asfalt,15055,238422,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),14.69325271
129,129,15057,9.382485187,Millet Cad.,2,1,2ç,2,Asfalt,15057,353182,(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihli Meclis Kararı ile Karayollarından İBB?ye DEVİR  yürürlüğe girmiştir,Anaarter (2004 DEVİR inden Kalan Yollar) (911),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (2004 Karayolları Protokolünden KALANLAR)(911),4.696729268
130,130,15063,490.9991324,Mim Kemal Öke Cad.,2,1,2t,1,Parke,15063,205429,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ---- UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER Kapsamından çıkıp İLÇE Sorumluluğuna girdi. --- UKOME2009/8-1 (17.12.2009) Kararıyla tekrar ANAARTER oldu.,Anaarter (2009/8-1 EKLENEN) (3),"UKOME1986/5-2 (14.05.1986) , UKOME2009/8-1 (17.12.2009)",UKOME2001/7-2 (27.07.2001),Anaarter (UKOME 2009/8-1 ile)(33),50.20533379
131,131,15098,1089.702092,Leylek Kavak Sk.,3,1,1ç,1,Asfalt,15098,324999,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR.,Anaarter (Köyhizmetleri Devir UKOME KARASIZ) (5),28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR,Hala Anaarter(UKOME KARARSIZ),Anaarter (UKOME siz Köy Hizm. Devir)(55),484.5877162
132,132,15303,2315.341528,Gazi Mustafa Kemalpaşa Cad.,2,1,2t,2,Asfalt,15303,225448,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),122.7080407
133,133,15386,1948.124351,Mürselpaşa Cad.,2,1,2t,2,Asfalt,15386,239501,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),19.92487982
134,134,15473,1104.518669,Namık Kemal Cad.,2,1,,,,15473,,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),,,Anaarter (Mevcut)(11),47.23145796
135,135,15474,884.7933263,Namık Kemal Cad.,2,1,1t,1,Asfalt,15474,492655,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),20.83675132
136,136,15672,630.525444,Hakkın Sk.,3,1,1ç,1,Stabilize,15672,307609,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR.,Anaarter (Köyhizmetleri Devir UKOME KARASIZ) (5),28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR,Hala Anaarter(UKOME KARARSIZ),Anaarter (UKOME siz Köy Hizm. Devir)(55),630.525444
137,137,15710,976.4461577,Numunebağı Cad.,2,1,2t,2,Asfalt,15710,250321,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),34.92348806
